"nodo1","nodo2","peso_arista","peso_nodo1","peso_nodo2","nodo1_abr","nodo2_abr"
"AGUASCALIENTES","COAHUILA DE ZARAGOZA",0.443076923076923,324275.5,712146.5,"AGS","COAH"
"AGUASCALIENTES","GUANAJUATO",0.419141914191419,324275.5,1288452,"AGS","GTO"
"AGUASCALIENTES","QUERÉTARO",0.449275362318841,324275.5,533928.5,"AGS","QRO"
"AGUASCALIENTES","SAN LUIS POTOSÍ",0.442244224422442,324275.5,558667,"AGS","SLP"
"AGUASCALIENTES","SONORA",0.412307692307692,324275.5,715434.5,"AGS","SON"
"BAJA CALIFORNIA","COAHUILA DE ZARAGOZA",0.447129909365559,839961.5,712146.5,"BC","COAH"
"BAJA CALIFORNIA","CHIHUAHUA",0.468277945619335,839961.5,789785,"BC","CHIH"
"BAJA CALIFORNIA","JALISCO",0.418224299065421,839961.5,1905876,"BC","JAL"
"BAJA CALIFORNIA","NUEVO LEÓN",0.461711711711712,839961.5,1356064.5,"BC","NL"
"BAJA CALIFORNIA","QUERÉTARO",0.426086956521739,839961.5,533928.5,"BC","QRO"
"BAJA CALIFORNIA","SONORA",0.444108761329305,839961.5,715434.5,"BC","SON"
"BAJA CALIFORNIA","TAMAULIPAS",0.438066465256798,839961.5,742592,"BC","TAMPS"
"BAJA CALIFORNIA SUR","CAMPECHE",0.455813953488372,215416,224653.5,"BCS","CAMP"
"BAJA CALIFORNIA SUR","COLIMA",0.466101694915254,215416,194293,"BCS","COL"
"BAJA CALIFORNIA SUR","NAYARIT",0.488372093023256,215416,259105,"BCS","NAY"
"BAJA CALIFORNIA SUR","QUINTANA ROO",0.530232558139535,215416,408756.5,"BCS","Q ROO"
"BAJA CALIFORNIA SUR","SINALOA",0.431654676258993,215416,651324,"BCS","SIN"
"BAJA CALIFORNIA SUR","TABASCO",0.402597402597403,215416,406269,"BCS","TAB"
"CAMPECHE","COLIMA",0.453389830508475,224653.5,194293,"CAMP","COL"
"CAMPECHE","NAYARIT",0.429245283018868,224653.5,259105,"CAMP","NAY"
"CAMPECHE","QUINTANA ROO",0.443396226415094,224653.5,408756.5,"CAMP","Q ROO"
"CAMPECHE","TABASCO",0.515151515151515,224653.5,406269,"CAMP","TAB"
"CAMPECHE","YUCATÁN",0.409594095940959,224653.5,565270,"CAMP","YUC"
"COAHUILA DE ZARAGOZA","CHIHUAHUA",0.523076923076923,712146.5,789785,"COAH","CHIH"
"COAHUILA DE ZARAGOZA","NUEVO LEÓN",0.466216216216216,712146.5,1356064.5,"COAH","NL"
"COAHUILA DE ZARAGOZA","QUERÉTARO",0.431884057971014,712146.5,533928.5,"COAH","QRO"
"COAHUILA DE ZARAGOZA","SAN LUIS POTOSÍ",0.464615384615385,712146.5,558667,"COAH","SLP"
"COAHUILA DE ZARAGOZA","SONORA",0.455384615384615,712146.5,715434.5,"COAH","SON"
"COAHUILA DE ZARAGOZA","TAMAULIPAS",0.418461538461538,712146.5,742592,"COAH","TAMPS"
"COLIMA","NAYARIT",0.478813559322034,194293,259105,"COL","NAY"
"COLIMA","SINALOA",0.442446043165468,194293,651324,"COL","SIN"
"COLIMA","TABASCO",0.453389830508475,194293,406269,"COL","TAB"
"CHIAPAS","GUERRERO",0.474747474747475,738566,631064,"CHIS","GRO"
"CHIAPAS","MICHOACÁN DE OCAMPO",0.406130268199234,738566,918888.5,"CHIS","MICH"
"CHIAPAS","NAYARIT",0.427860696517413,738566,259105,"CHIS","NAY"
"CHIAPAS","OAXACA",0.538461538461538,738566,756250.5,"CHIS","OAX"
"CHIAPAS","TABASCO",0.441558441558442,738566,406269,"CHIS","TAB"
"CHIAPAS","VERACRUZ DE IGNACIO DE LA LLAVE",0.447876447876448,738566,1321201,"CHIS","VER"
"CHIAPAS","ZACATECAS",0.408695652173913,738566,282653.5,"CHIS","ZAC"
"CHIHUAHUA","DURANGO",0.433544303797468,789785,347512,"CHIH","DGO"
"CHIHUAHUA","NUEVO LEÓN",0.43018018018018,789785,1356064.5,"CHIH","NL"
"CHIHUAHUA","QUERÉTARO",0.417391304347826,789785,533928.5,"CHIH","QRO"
"CHIHUAHUA","SINALOA",0.417721518987342,789785,651324,"CHIH","SIN"
"CHIHUAHUA","SONORA",0.483076923076923,789785,715434.5,"CHIH","SON"
"CHIHUAHUA","TAMAULIPAS",0.417721518987342,789785,742592,"CHIH","TAMPS"
"CIUDAD DE MÉXICO","JALISCO",0.506756756756757,3124495,1905876,"CDMX","JAL"
"CIUDAD DE MÉXICO","NUEVO LEÓN",0.490990990990991,3124495,1356064.5,"CDMX","NL"
"DURANGO","SINALOA",0.413669064748201,347512,651324,"DGO","SIN"
"DURANGO","ZACATECAS",0.456,347512,282653.5,"DGO","ZAC"
"GUERRERO","OAXACA",0.519230769230769,631064,756250.5,"GRO","OAX"
"HIDALGO","MÉXICO",0.405325443786982,505415,2666662,"HGO","MEX"
"HIDALGO","MICHOACÁN DE OCAMPO",0.424460431654676,505415,918888.5,"HGO","MICH"
"HIDALGO","MORELOS",0.406474820143885,505415,427182.5,"HGO","MOR"
"HIDALGO","PUEBLA",0.446043165467626,505415,1214669.5,"HGO","PUE"
"HIDALGO","TLAXCALA",0.438848920863309,505415,277412,"HGO","TLAX"
"HIDALGO","ZACATECAS",0.402877697841727,505415,282653.5,"HGO","ZAC"
"JALISCO","MÉXICO",0.420560747663551,1905876,2666662,"JAL","MEX"
"JALISCO","NUEVO LEÓN",0.542792792792793,1905876,1356064.5,"JAL","NL"
"JALISCO","QUERÉTARO",0.464953271028037,1905876,533928.5,"JAL","QRO"
"MÉXICO","QUERÉTARO",0.434782608695652,2666662,533928.5,"MEX","QRO"
"MICHOACÁN DE OCAMPO","MORELOS",0.402298850574713,918888.5,427182.5,"MICH","MOR"
"MICHOACÁN DE OCAMPO","OAXACA",0.436781609195402,918888.5,756250.5,"MICH","OAX"
"MICHOACÁN DE OCAMPO","PUEBLA",0.409961685823755,918888.5,1214669.5,"MICH","PUE"
"MICHOACÁN DE OCAMPO","VERACRUZ DE IGNACIO DE LA LLAVE",0.467432950191571,918888.5,1321201,"MICH","VER"
"MICHOACÁN DE OCAMPO","ZACATECAS",0.471264367816092,918888.5,282653.5,"MICH","ZAC"
"MORELOS","PUEBLA",0.409448818897638,427182.5,1214669.5,"MOR","PUE"
"NAYARIT","OAXACA",0.432692307692308,259105,756250.5,"NAY","OAX"
"NAYARIT","SINALOA",0.402877697841727,259105,651324,"NAY","SIN"
"NAYARIT","TABASCO",0.415584415584416,259105,406269,"NAY","TAB"
"NUEVO LEÓN","QUERÉTARO",0.5,1356064.5,533928.5,"NL","QRO"
"OAXACA","TLAXCALA",0.423076923076923,756250.5,277412,"OAX","TLAX"
"OAXACA","VERACRUZ DE IGNACIO DE LA LLAVE",0.409266409266409,756250.5,1321201,"OAX","VER"
"PUEBLA","TLAXCALA",0.425196850393701,1214669.5,277412,"PUE","TLAX"
"QUERÉTARO","SAN LUIS POTOSÍ",0.408695652173913,533928.5,558667,"QRO","SLP"
"SINALOA","SONORA",0.507692307692308,651324,715434.5,"SIN","SON"
"SINALOA","TAMAULIPAS",0.442105263157895,651324,742592,"SIN","TAMPS"
"SINALOA","YUCATÁN",0.413669064748201,651324,565270,"SIN","YUC"
"SONORA","TAMAULIPAS",0.430769230769231,715434.5,742592,"SON","TAMPS"
"TABASCO","VERACRUZ DE IGNACIO DE LA LLAVE",0.463320463320463,406269,1321201,"TAB","VER"
